`,id,timestamp,derived_0,derived_1,derived_2,derived_3,derived_4,fundamental_0,fundamental_1,fundamental_2,fundamental_3,fundamental_5,fundamental_6,fundamental_7,fundamental_8,fundamental_9,fundamental_10,fundamental_11,fundamental_12,fundamental_13,fundamental_14,fundamental_15,fundamental_16,fundamental_17,fundamental_18,fundamental_19,fundamental_20,fundamental_21,fundamental_22,fundamental_23,fundamental_24,fundamental_25,fundamental_26,fundamental_27,fundamental_28,fundamental_29,fundamental_30,fundamental_31,fundamental_32,fundamental_33,fundamental_34,fundamental_35,fundamental_36,fundamental_37,fundamental_38,fundamental_39,fundamental_40,fundamental_41,fundamental_42,fundamental_43,fundamental_44,fundamental_45,fundamental_46,fundamental_47,fundamental_48,fundamental_49,fundamental_50,fundamental_51,fundamental_52,fundamental_53,fundamental_54,fundamental_55,fundamental_56,fundamental_57,fundamental_58,fundamental_59,fundamental_60,fundamental_61,fundamental_62,fundamental_63,technical_0,technical_1,technical_2,technical_3,technical_5,technical_6,technical_7,technical_9,technical_10,technical_11,technical_12,technical_13,technical_14,technical_16,technical_17,technical_18,technical_19,technical_20,technical_21,technical_22,technical_24,technical_25,technical_27,technical_28,technical_29,technical_30,technical_31,technical_32,technical_33,technical_34,technical_35,technical_36,technical_37,technical_38,technical_39,technical_40,technical_41,technical_42,technical_43,technical_44,y
fundamental_61,0.010708125,0.006321758,0.000293302,5.79235E-05,0.000299144,2.82955E-05,0.037442681,0.002356289,1,0.162330232,0.115612797,0.037080322,0.000923147,9.78725E-05,0.007736825,0.046700716,0.000154249,0.152573668,0.000268228,0.069986608,0.008828506,0.034740017,0.147617899,2.50926E-05,0.000128371,0.000212615,5.88743E-05,0.006109566,0.061373268,0.010015505,0.016491132,0.001092331,6.4633E-05,0.000232988,0.140421105,0.070303252,0.042714158,0.154671135,0.000279304,0.000107901,0.006932659,0.058548958,9.79983E-05,0.073898439,0.017646822,0.020134573,0.005273688,3.82221E-05,5.32485E-05,0.022019516,0.102396033,5.74521E-05,0.057583057,0.168225237,3.31696E-05,0.006135345,0.008997647,0.022194349,0.000697803,0.000331232,0.026162785,0.067029226,0.117170102,0.00074888,0.008566674,0.004486058,0.051486832,1,0.001276877,0.017694937,0.003143101,0.00694615,0.002393422,0.006435227,0.001070468,0.006669533,0.006052589,0.001387035,0.010173398,0.006858451,0.00270532,0.000533304,0.001122915,7.39609E-05,0.008390864,0.001638362,0.004095216,0.000104877,0.003282903,0.002944736,0.003131304,0.011484964,0.00963072,0.012015489,0.008988253,0.002097309,0.009699601,0.007204127,0.006375378,0.009494611,0.00292926,0.005845656,0.002846018,0.007136162,0.00254439,0.003045908,0.001301323,0.000746297,0.007308537,0.002120524,0.000151763
fundamental_62,0.003955937,0.021089565,0.003517578,0.0036548,0.00052003,0.005871678,0.004101412,0.003089645,0.001269822,0.012995253,0.073153952,0.007860716,0.013678605,0.006827674,0.018381848,0.000467272,0.062461871,0.009613393,0.01230144,0.003041028,0.000669961,0.060012963,0.000613161,0.007308506,0.029188683,0.02010939,0.004248913,0.031559317,0.000610082,0.001397276,0.011851079,0.01481251,0.001756178,0.003261199,0.081076308,0.000920012,0.011144174,0.004984581,0.012378448,0.006658919,0.012012678,0.01713224,0.006860309,0.037017309,0.00879876,0.000469227,0.05232291,0.004089159,0.003368599,0.009095614,0.003448174,0.004077128,0.001299243,0.03145758,0.009915956,0.026778746,0.001179164,0.005107679,0.010376932,0.007722179,0.052626483,0.007894015,0.03233009,0.049626122,0.029727968,0.03643032,0.06738966,0.001276877,1,0.000932596,0.004020751,0.004183831,0.055725359,0.005031159,0.008850741,0.253134581,0.054220456,0.072528118,0.151419451,0.163797048,0.016154812,0.013052043,0.308101709,0.021240915,0.04981971,0.011758929,0.246611836,0.045338811,0.083898668,0.10560347,0.009535728,0.006793477,0.32196299,0.024997899,0.237570908,0.064264945,0.000372152,0.061314608,0.001624353,0.112827265,0.336847882,0.355869746,0.011307625,0.071653216,0.030690841,0.104470439,0.005986745,0.002903709,0.331658678,0.001203965,0.004135612
fundamental_63,0.016854636,0.004530499,0.005167757,0.008100837,0.015199476,0.002813391,0.006012192,0.030051169,0.017694937,0.040175939,0.037717401,0.176976622,0.032385046,0.008794942,0.000856043,0.023564624,0.042125021,0.026103887,0.019752465,0.003162248,0.075291675,0.063388885,0.010284635,0.031627787,0.026041075,0.010643606,0.006225653,0.11626882,0.041710303,0.071765923,0.111906546,0.10117528,0.002948143,0.007143093,0.144440884,0.010488999,0.024038084,0.002924907,0.018546465,0.008917617,0.003333328,0.137504466,0.008659713,0.088634025,0.129264212,0.031019967,0.031211308,0.00170595,0.002157603,0.0535913,0.001635608,0.00605943,0.007938802,0.046133275,0.004822979,0.003506388,0.049194451,0.011746916,0.119477673,0.020821141,0.08484118,0.003782935,0.05878598,0.043280196,0.157627786,0.094299579,0.140636938,0.017694937,0.000932596,1,0.01308745,0.01508949,0.018735744,0.00280599,0.002751857,0.001383685,0.246682147,0.011709105,0.149303583,0.004213906,0.012591632,0.037943889,0.032184959,0.004206441,0.003053838,0.016906351,0.003744106,0.063159343,0.004628478,0.229097775,3.79586E-05,0.000952165,0.006136975,0.006932751,0.061810416,0.051989155,0.009207735,0.007489272,0.003273705,0.02829888,0.005637889,0.016403637,0.006288036,0.00873885,0.010473641,0.149968669,0.018917113,0.01101845,0.014220421,0.004603402,0.001558132
technical_0,0.016392317,0.009553956,0.000748705,0.00418629,0.005597731,0.000596622,0.000150969,0.043321703,0.003151512,0.041190158,0.03048217,0.010874726,0.001969113,0.004088787,0.010613152,0.000353857,0.010804331,0.01007242,0.00097872,0.00450479,0.004098555,0.011686117,0.004934302,0.003669639,0.013934917,0.004020779,0.012324335,0.02846781,0.004360861,0.001241851,0.002062356,0.007234777,0.01551537,0.003750209,0.019222475,0.003768995,0.005091985,0.003615815,0.000602302,0.001916036,0.001173582,0.001420257,0.00485185,0.017870045,0.013178584,0.00407823,0.002691996,0.001847043,0.00172698,0.029003692,0.003258522,0.012093944,0.003522646,0.049534768,0.002649395,0.009008838,0.000572486,0.00210093,0.008595118,0.009034681,0.022691801,0.017596642,0.040731758,0.010333404,0.029454409,0.021182502,0.036359628,0.003143101,0.004020751,0.01308745,1,0.004124356,0.262071101,0.005631883,0.003413895,0.100564565,0.021899376,0.059955515,0.001646272,0.148801166,0.134713581,0.000123887,0.017183641,0.041202362,0.303024928,0.39162459,0.119606714,0.045146294,0.060178363,0.018365981,0.007992327,0.000464084,0.068201268,0.001593553,0.02674998,0.058281683,0.002104295,0.103227658,0.000653939,0.053292639,0.05818112,0.0564486,0.54007026,0.284329142,0.294929749,0.049611119,0.001595051,0.069114654,0.055950949,0.011379088,0.004328001
technical_1,0.008368172,0.005326366,0.002255105,0.006622205,0.000940539,0.004737451,0.00350664,0.009482485,0.006968173,0.00197683,0.012815163,0.00143126,0.010103914,0.001902656,0.002181267,0.0041167,0.004716089,1.67255E-06,0.000926518,0.005866396,0.00388151,0.004360084,0.002068299,0.000965687,0.00124134,0.003895545,0.001240456,0.012230341,0.002147669,0.008620038,0.002527327,0.000303146,0.002259974,0.004940877,0.00741383,0.004838411,0.006463153,0.006834731,0.001476004,0.000204993,0.000793257,0.004367963,0.001726631,0.002949618,0.01201879,0.005001321,0.010289776,0.003556968,0.003797975,0.001983224,0.026031547,0.001202495,0.006890874,0.011021168,0.005583022,0.00274056,0.008911529,0.004638191,0.005613538,0.002164771,0.008369619,0.001429839,0.000964683,0.005525723,0.009560036,0.006416407,0.005498058,0.00694615,0.004183831,0.01508949,0.004124356,1,0.002616775,0.003555965,0.002353902,0.004478693,0.010921968,0.008902211,0.005620934,0.001834955,0.0014351,0.002309207,0.010045076,0.002093686,0.00154765,0.010568973,0.005337591,0.005681264,0.002733689,0.009098132,0.003305645,0.004108475,0.01061772,0.023314508,0.014598813,0.00566493,0.004750472,0.001548822,0.002332178,0.000312324,0.005683175,0.003252846,0.004224366,0.001065575,0.000439777,0.007435568,0.002847829,0.002382117,0.00836103,0.002932292,0.000191987
technical_2,0.003208595,0.007048351,0.000598575,0.006343151,0.00133908,0.005071488,0.000528879,0.050428293,0.002402652,0.044722501,0.007769823,0.013609567,0.012040136,0.006520489,0.007751078,0.000517967,0.018825055,0.011408306,0.002265628,0.000885118,0.007224395,0.033738066,0.004170322,0.000751223,0.020559552,0.007099593,0.002589558,0.056573377,0.005636795,0.008923711,0.003029643,0.004156135,0.001851116,0.000817529,0.009058933,0.004458315,0.018535291,0.002120666,0.002020352,0.002069089,4.66378E-05,0.015604216,0.005770642,0.027531059,0.031874223,0.001627958,0.014976437,0.002540971,0.00074126,0.058548146,0.001006741,0.002501187,0.002563164,0.033243765,0.007023241,0.008142561,0.007082128,0.002310269,0.009963557,0.006429967,0.026730321,0.019872016,0.055775406,0.028654205,0.004963885,0.03931675,0.057262933,0.002393422,0.055725359,0.018735744,0.262071101,0.002616775,1,0.003523961,0.000237489,0.342536423,0.064320944,0.146114497,0.021858385,0.582576556,0.385106224,0.010144972,0.086980029,0.112081254,0.56096066,0.164230013,0.313597584,0.074819166,0.176217284,0.050531119,0.003779503,0.001861171,0.228066899,0.001107839,0.053333018,0.149774161,0.002519391,0.274451107,0.004838159,0.027406287,0.128767526,0.167751584,0.282647942,0.278095056,0.256247495,0.058118929,0.004212868,0.206104518,0.183691329,0.013040271,0.005381093
technical_3,0.001938416,0.005005094,0.004141831,0.005612049,0.00079849,0.001719766,0.006085904,0.000419616,0.006456842,0.003817147,0.003392492,0.015133282,0.007325681,0.011129412,0.011882786,0.00856823,0.009475757,0.002567345,0.014169323,0.0042289,0.000574961,0.000106076,0.010524536,0.003189739,0.004336376,0.002316461,0.007222689,0.00016089,0.003893872,0.005202293,0.002178082,0.0009915,0.00102681,0.002986114,0.000305091,0.000155976,0.005531967,0.004439728,0.01421751,0.007460977,6.21765E-05,0.001989355,0.010837697,0.002679359,0.013627022,0.005064805,0.015566058,0.002894204,0.005819495,0.013863798,0.001639967,0.007011438,0.004240292,0.002508616,0.001029998,0.007318996,0.005888788,0.002874584,0.010719135,0.009132066,0.00095841,0.001170045,0.004136367,0.015718468,0.013229118,0.002212468,0.005707543,0.006435227,0.005031159,0.00280599,0.005631883,0.003555965,0.003523961,1,0.00723118,0.002286289,0.007515885,0.002469326,0.001040308,0.009076198,0.000122436,0.005395399,0.006484614,0.001137088,0.002651678,0.002432826,0.001391183,0.004839204,0.002605191,0.000722016,0.003402781,0.000242863,0.00473415,0.004688012,0.00143307,0.000148757,0.001684108,0.005448159,6.40041E-05,0.00113638,0.001726265,0.002321432,0.009124017,0.00469904,0.000320394,0.001878074,0.001117015,0.002614481,0.004201782,0.003671699,0.001543775
technical_5,0.00689988,0.000754868,0.019979578,0.003480476,0.012904482,0.003524373,0.022342237,0.018145521,0.001066636,0.005070316,0.015158732,0.001648887,0.016672398,0.000159623,0.001139415,0.002759632,0.000949035,0.006609712,0.008703127,0.009291021,0.00496937,0.002938995,0.001883376,0.000250857,1.70787E-05,1.60117E-05,0.000749511,0.026704475,0.000933757,0.000447558,0.005008963,0.002242634,0.001605421,0.002398045,0.010685604,0.009210405,0.003044498,0.01003699,0.009214884,0.000478638,0.002030123,0.00141438,0.000212743,0.006488903,0.022485823,0.00200966,0.0063674,0.009703976,0.011555311,0.011611816,0.003072407,0.000744882,0.009169616,0.007895648,0.000362174,0.009905462,0.000299158,0.00370558,0.00881278,0.004204346,0.014075917,0.00328595,0.000387073,0.005373627,0.004731258,0.011255451,0.003528457,0.001070468,0.008850741,0.002751857,0.003413895,0.002353902,0.000237489,0.00723118,1,0.003506992,0.002779995,0.004613651,0.010075342,0.002706628,0.00227432,0.003235941,0.00927179,0.005196149,0.001874725,0.005318984,0.004009128,0.003422375,0.001671294,0.004373773,0.000465778,0.007442234,0.00521226,0.011711378,0.008621396,0.004200254,0.007666619,0.000792418,0.001231852,0.010232807,0.001330341,0.001381375,0.00110417,0.001697024,0.0001037,0.005099759,0.004355121,0.001551471,0.003526625,0.000869956,0.001082085
technical_6,0.006321615,0.013636933,0.000456704,0.00891941,0.004323072,0.00226055,0.000572667,0.061678782,0.006697059,0.019607766,0.007049015,0.002380853,0.012402978,0.003555243,0.0120066,0.000538599,0.026280038,0.019762801,0.003780191,0.003342108,0.003386881,0.042080642,0.003375748,0.000285415,0.023101652,0.009573986,0.003370621,0.09281619,0.006356731,0.020469501,0.007462365,3.12399E-05,0.00558775,0.005301452,0.017396445,0.007927973,0.003526441,0.002613633,0.00345126,0.002328062,0.008752458,0.004151592,0.003311677,0.027596751,0.03645112,0.00187518,0.000363434,0.003212388,0.003562963,0.072251435,0.000296026,0.003253034,0.001477421,0.047639572,0.009356175,0.013379198,0.019335578,0.010458995,0.000516457,0.003472554,0.073596645,0.003063724,0.043153676,0.035693449,0.001800673,0.032108543,0.091059324,0.006669533,0.253134581,0.001383685,0.100564565,0.004478693,0.342536423,0.002286289,0.003506992,1,0.084619338,0.154017631,0.074208,0.602226352,0.145433141,0.014909528,0.322054563,0.080157779,0.187440235,0.077225776,0.557260122,0.006364158,0.140440014,0.098688335,0.004578165,0.002978082,0.467217674,0.004389925,0.15754566,0.138897662,0.004732305,0.242707259,0.004877343,0.017642535,0.274565936,0.35383092,0.166885337,0.306307381,0.206245613,0.075182055,0.001255241,0.120598416,0.572156349,0.011550025,0.004292843
technical_7,0.003033545,0.125892281,0.022980284,0.00891881,0.012399458,0.006815471,0.018917352,0.243162301,0.006076386,0.055139335,0.079484759,0.053433856,0.015985248,0.007973247,0.026316837,0.027229915,0.084795038,0.089661804,0.002056273,0.013798958,0.000122999,0.006315407,0.03829167,0.004987986,0.093405499,0.001832666,0.00915335,0.419970844,0.007327978,0.062343451,0.011355389,0.011902323,0.005668671,0.003877144,0.130866828,0.004186113,0.028671736,0.013857038,9.46677E-06,0.009181107,0.020554526,0.048768953,0.008149418,0.02380285,0.014924605,0.02663333,0.159861324,0.005012523,0.009973385,0.26015238,0.002329292,0.008860503,0.007727776,0.068632971,0.007375433,0.008360459,0.059384727,0.019331597,0.040890279,0.06351691,0.343529619,0.057031521,0.020000874,0.072251255,0.023238622,0.425046082,0.232933195,0.006052589,0.054220456,0.246682147,0.021899376,0.010921968,0.064320944,0.007515885,0.002779995,0.084619338,1,0.021532202,0.235933794,0.056252442,0.073851679,0.074666566,0.191846458,0.029836347,0.08615017,0.034332296,0.04520299,0.161809827,0.000748257,0.536570776,0.001657165,0.016689672,0.134717315,0.017856207,0.216078589,0.152089279,0.011054183,0.008458449,0.004387759,0.074149022,0.208098207,0.136891715,0.034148396,0.040292741,0.027678753,0.674611395,0.00753673,0.060957359,0.132502509,0.022783879,0.000354267
technical_9,0.019707722,0.013573982,0.002371298,0.00339084,0.009586284,0.000533857,0.00451078,0.042719899,0.001391001,0.033615694,0.024624522,0.006593143,0.00918345,0.00168147,0.001552019,0.000774789,0.010772164,0.05288794,0.007186245,0.000466705,0.00059608,5.52255E-05,0.00244763,0.001553858,0.006445588,0.003734752,0.000948998,0.03391901,0.001278211,0.003499049,0.000691468,0.00283981,0.001315422,0.000734546,0.009586083,0.001503963,0.012351181,0.001643099,0.006912486,0.001974041,0.000330233,0.005448606,0.001661707,0.004464982,0.028433683,0.00277131,0.01349413,0.000195145,3.17439E-05,0.031127452,0.001760215,0.000923058,0.002397821,0.033862143,0.002234283,0.003971357,0.003430449,0.003277779,0.00528858,0.003306432,0.02485777,0.043891854,0.025127668,0.006991033,0.014462774,0.028520074,0.02103373,0.001387035,0.072528118,0.011709105,0.059955515,0.008902211,0.146114497,0.002469326,0.004613651,0.154017631,0.021532202,1,0.017994254,0.160420249,0.181541313,0.015935006,0.099562929,0.064002765,0.125279773,0.064608934,0.208787979,0.03654817,0.058344538,0.01040571,0.001431277,0.001282144,0.156562628,0.000588306,0.050912397,0.047094771,0.001998289,0.370067799,0.008352593,0.016396199,0.101952997,0.121852006,0.088325549,0.20257972,0.2688219,0.045061651,0.000708678,0.073215801,0.143456014,0.002313914,0.001071845
technical_10,0.011738494,0.145760122,0.009300026,0.003447602,0.007559335,0.002105373,0.005100687,0.096338925,0.010219552,0.028320448,0.145324337,0.016466208,0.013634416,0.01354503,0.066460754,0.027851659,0.088448185,0.077756703,0.002164089,0.101646445,0.018396717,0.075010826,0.016346437,0.004600817,0.075769105,0.017298447,0.007878458,0.085222811,0.036035582,0.022388223,0.081324594,0.021145081,0.011333891,0.010914348,0.184221093,0.003047587,0.022750583,0.206305682,0.000581786,0.014719333,0.010148072,0.053390141,0.013409487,0.02592864,0.077642602,0.003551984,0.061978942,0.004072806,0.004072647,0.017630026,0.014511365,0.007737919,0.041383844,0.111721371,0.008451493,0.017736395,0.02146798,0.002530804,0.039332047,0.03128024,0.026017823,0.021545798,0.026949284,0.078157876,0.072397895,0.023045865,0.19570568,0.010173398,0.151419451,0.149303583,0.001646272,0.005620934,0.021858385,0.001040308,0.010075342,0.074208,0.235933794,0.017994254,1,0.029657283,0.029353253,0.023822768,0.340060033,0.008220285,0.020523772,0.031179417,0.034465678,0.092405415,0.004707684,0.173913944,0.006012492,0.002013823,0.134599911,0.004871266,0.597244086,0.075249789,0.019250219,0.017883813,0.000586931,0.00304107,0.324553672,0.212292468,0.031204627,0.030846449,0.017561553,0.162124297,0.007240999,0.027765681,0.166661336,0.027960973,0.002896659
technical_11,0.002320174,0.005832975,0.002542458,0.00515463,0.00180758,0.005006305,0.000928211,0.06238793,0.00688622,0.040810127,0.002632994,0.022625754,0.017579551,0.004025831,0.011546939,0.002677281,0.027390055,0.005730173,0.003916952,0.004453403,0.001544596,0.038983975,0.009889506,0.00114657,0.021695308,0.005418284,0.003567607,0.067804712,0.000872671,0.017180189,0.007864558,0.003825068,0.00610426,0.002898161,0.015522376,0.00422404,0.021649897,0.003644934,0.003366727,0.003028309,0.000977773,0.016875876,0.003769834,0.034053948,0.033619318,0.000616998,0.003305887,0.002018958,0.000677931,0.072140481,0.000753612,0.003448189,0.002253353,0.03560239,0.007377778,0.009087321,0.015706005,0.000161822,0.008158439,0.00355099,0.046939591,0.021872853,0.056643869,0.030646927,0.003725133,0.029885474,0.067122775,0.006858451,0.163797048,0.004213906,0.148801166,0.001834955,0.582576556,0.009076198,0.002706628,0.602226352,0.056252442,0.160420249,0.029657283,1,0.278290694,0.001356058,0.163465094,0.105373667,0.32651219,0.132652108,0.451360754,0.046704423,0.186751565,0.063757777,0.003846861,0.00239383,0.346131812,0.008336581,0.0676283,0.152142041,0.004940279,0.287921163,0.005317463,0.005203765,0.190266843,0.25310781,0.272863663,0.299225044,0.269793228,0.048860239,0.002369147,0.176263221,0.343579944,0.009330502,0.005446579
technical_12,0.003286701,0.009043079,0.007841045,0.001638426,0.004423976,0.002725832,0.006398325,0.050285931,0.002717304,0.004803244,0.002147213,0.013456222,0.004601523,0.001103514,0.0114472,0.003446424,0.021937876,0.00172188,0.008894501,0.005175751,0.000295736,0.013316508,0.008368234,0.004507839,0.024395992,0.004056857,0.004909601,0.052527952,0.00379013,0.010431606,0.002195281,0.002871471,0.009231186,0.004426719,0.017462961,0.004103746,0.011710294,0.004513471,0.008404147,0.003981564,0.000322347,0.003329536,0.001666357,0.022198669,0.037408156,0.007897998,0.014342944,0.001526739,0.003806929,0.042143965,0.001842991,0.004790026,0.003324235,0.027895069,0.000953679,0.000861635,0.010082777,0.007916675,0.001602867,0.012115594,0.052731917,0.006781575,0.014076942,0.016533072,0.020248515,0.031680216,0.051772357,0.00270532,0.016154812,0.012591632,0.134713581,0.0014351,0.385106224,0.000122436,0.00227432,0.145433141,0.073851679,0.181541313,0.029353253,0.278290694,1,0.011347916,0.030212363,0.112903125,0.382195085,0.252307218,0.148848374,0.071840933,0.101301025,0.027234437,0.004766955,0.013799518,0.122546886,0.008317413,0.025984812,0.084537293,0.002880778,0.394393395,0.003582071,0.049113697,0.108570303,0.109185162,0.295239752,0.356605341,0.447197271,0.103355051,0.00152747,0.259728077,0.057952906,0.014041891,0.001833814
technical_13,0.003230319,0.003865823,0.00264305,0.000899698,0.000583796,0.001462732,0.002168775,0.036655962,0.000535743,0.015517702,0.009132695,0.007533135,0.004236592,0.000450106,0.002704865,0.00091971,0.014681568,0.02097244,0.000434382,1.00627E-05,0.003339256,0.002799169,0.004895532,0.001177009,0.013543589,0.001860166,4.32168E-06,0.063242634,0.005911858,0.003951334,0.004091746,0.00612457,0.000777875,0.000511397,0.020370399,0.001575121,0.00034384,7.56969E-05,7.64504E-06,0.004865602,0.004285514,0.012816711,0.000480057,0.011208029,0.010022115,0.002477454,0.019264725,0.002534971,0.006934867,0.039419743,0.000892189,1.67716E-05,0.001024314,0.008940608,0.003549052,0.00010328,0.003479952,0.002995669,0.005966615,0.009689072,0.059613873,0.021927237,0.007415403,0.003313993,0.006854145,0.057179025,0.032746893,0.000533304,0.013052043,0.037943889,0.000123887,0.002309207,0.010144972,0.005395399,0.003235941,0.014909528,0.074666566,0.015935006,0.023822768,0.001356058,0.011347916,1,0.027710538,0.003175576,0.022104509,0.010169593,0.020629849,0.243073515,0.001370891,0.138051786,0.001644953,0.000602332,0.022589914,0.002428958,0.03069228,0.213481005,0.002506223,0.01632021,0.000971084,0.011740321,0.015336454,0.018160879,0.008336442,0.013735845,0.015530022,0.097438405,0.000953027,0.006671347,0.024617992,0.002578573,0.001376697
technical_14,0.017147146,0.081466643,0.011232359,0.006617003,0.00309542,0.004986761,0.007515018,0.091810337,0.001121796,0.024613201,0.062598471,0.002641612,0.003289577,0.010578992,0.020734881,0.002879423,0.059549773,0.044690406,0.007705789,0.009150373,0.008719756,0.055919382,0.000561541,0.00981298,0.054319768,0.004956202,0.006257815,0.098839942,0.002813658,0.018451701,0.01847089,0.001632973,0.009392092,0.003307085,0.062230033,0.006887821,0.014494046,0.009453074,0.008664648,0.011554603,0.014417075,0.012854058,0.010448559,0.013591809,0.007512389,0.006864973,0.005481746,0.002528527,0.002519178,0.092587627,0.00661648,0.006075986,0.005189713,0.009945561,0.011942472,0.02122445,0.017160153,0.004341327,0.016068416,0.024768076,0.122234688,0.020408149,0.016049793,0.061884189,0.025747994,0.06443934,0.157093778,0.001122915,0.308101709,0.032184959,0.017183641,0.010045076,0.086980029,0.006484614,0.00927179,0.322054563,0.191846458,0.099562929,0.340060033,0.163465094,0.030212363,0.027710538,1,0.049593664,0.050899842,0.027269307,0.24787152,0.099060849,0.029161605,0.192658079,0.004133519,0.018727453,0.493550653,0.012499782,0.577120075,0.111715932,0.002017006,0.07266815,0.000482155,0.06674842,0.580177675,0.5834655,0.032777234,0.106589224,0.063196743,0.171276896,0.008453588,0.064718977,0.55993475,0.021919766,0.003801343
technical_16,0.001466706,0.03769876,0.003087735,0.005584536,0.000793782,0.000370806,0.003666123,0.028169482,7.49357E-05,0.008491579,0.006369699,0.000957644,0.002103737,9.95213E-05,0.004215592,0.016505069,0.00707842,0.003919228,0.004186281,1.26862E-05,0.000242704,0.007946432,0.000204394,7.00027E-05,0.006961289,0.005440193,2.46033E-05,0.007781293,0.003068301,0.00027387,0.001470917,0.004410202,7.26473E-05,0.001878838,0.006174873,0.000191971,0.036372184,9.42368E-06,0.004077549,0.000704188,0.004894074,0.002804186,9.0214E-05,0.005907253,0.02326569,0.006447824,0.00136472,0.001090702,0.00300221,0.000408987,7.92037E-05,2.05713E-05,0.000451054,0.003060075,0.000866012,0.014958515,0.000248035,0.01035875,0.000126173,0.003384006,0.005433889,0.001894724,0.00069612,0.009578144,0.008789899,0.005210913,0.044548304,7.39609E-05,0.021240915,0.004206441,0.041202362,0.002093686,0.112081254,0.001137088,0.005196149,0.080157779,0.029836347,0.064002765,0.008220285,0.105373667,0.112903125,0.003175576,0.049593664,1,0.122477143,0.039689838,0.058291336,0.00973253,0.03596774,0.031646389,0.002288804,0.001501136,0.06595386,0.007843448,0.031246477,0.041846079,0.005897524,0.118344296,0.009639761,0.02721893,0.040032274,0.050363057,0.04762985,0.086902812,0.103400789,0.039101809,0.00068997,0.557349209,0.063573636,0.003053781,0.001412756
technical_17,0.00708406,0.000731039,0.006904742,0.00538224,0.004997593,0.003751097,0.004073163,0.06526328,0.008422496,0.022619265,0.009957675,0.01533726,0.004521502,0.000503127,0.013661959,0.001593853,0.008659854,0.011913042,0.00096958,0.007520888,0.006382197,0.032020076,0.008592742,0.000763026,0.037502738,0.003277445,0.003068382,0.078453863,0.008828965,0.014112892,0.001207933,0.002674908,0.00181962,0.002167916,0.000972062,0.003765162,0.010091847,0.006667105,0.000753103,0.005718614,0.001374571,0.005225759,0.001061765,0.021672774,0.015896146,0.004386446,0.010965697,0.002588884,0.00045855,0.068341904,0.002818305,0.003013545,0.005703744,0.036242007,0.008577932,0.00908872,0.012422915,0.002592082,0.006667626,0.018873285,0.06953313,0.003146825,0.039941835,0.020027449,0.000671823,0.055950571,0.07907042,0.008390864,0.04981971,0.003053838,0.303024928,0.00154765,0.56096066,0.002651678,0.001874725,0.187440235,0.08615017,0.125279773,0.020523772,0.32651219,0.382195085,0.022104509,0.050899842,0.122477143,1,0.165684077,0.176748282,0.067902635,0.116234731,0.068050867,0.00310743,0.001429781,0.130991468,0.007080982,0.058644105,0.139511574,0.000128549,0.240519827,0.00150937,0.02378354,0.125366438,0.130827398,0.285118653,0.270511802,0.253755275,0.120571325,0.003242056,0.211225499,0.095072899,0.013459763,0.002897735
technical_18,0.019437731,0.035636423,0.003624679,0.002161232,0.001202846,0.001122737,0.003989007,0.0527791,0.001642306,0.004965249,0.005121141,0.005987949,0.001463918,0.002026264,0.004949824,0.000450835,0.003635287,0.011923342,0.002004774,0.001335985,6.74075E-05,0.007794025,0.003876388,0.007993588,0.010557685,0.002218203,0.001214415,0.019700175,0.001596005,0.004179607,0.001301717,0.000231336,0.00156413,1.31001E-05,0.011964252,0.001492421,0.000882163,0.001025541,0.002456648,0.002380101,0.001079932,0.013884178,0.001993012,0.003183557,0.016664442,0.00126981,0.005892058,0.00293455,0.009512533,0.018002081,0.001875591,0.001179661,0.001753503,0.014391692,0.001677361,0.002332679,0.00407261,0.000585841,0.002064398,0.004176654,0.011662589,0.004764675,0.001450885,0.004433383,0.007533624,0.017259558,0.026927416,0.001638362,0.011758929,0.016906351,0.39162459,0.010568973,0.164230013,0.002432826,0.005318984,0.077225776,0.034332296,0.064608934,0.031179417,0.132652108,0.252307218,0.010169593,0.027269307,0.039689838,0.165684077,1,0.084917112,0.037938584,0.046818136,0.020166514,0.011149258,0.000816394,0.049910147,9.47639E-05,0.031580859,0.044934845,0.003832891,0.159689809,0.007167921,0.044872413,0.05534695,0.053723644,0.419708364,0.2698203,0.412109351,0.045706834,0.008399188,0.107765233,0.048732807,0.001644338,0.001047835
